date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:26:14	15550/15550	---M--	200	added ('OK')	image/jpeg	etag:%22639ee650-3cbe%22	https://themewagon.github.io/spica/images/faces/face3.jpg	E:/My%20Admin/themewagon.github.io/spica/images/faces/face3.jpg	(from https://themewagon.github.io/spica/)
15:26:15	23829/23829	---M--	200	added ('OK')	image/jpeg	etag:%22639ee650-5d15%22	https://themewagon.github.io/spica/images/faces/face5.jpg	E:/My%20Admin/themewagon.github.io/spica/images/faces/face5.jpg	(from https://themewagon.github.io/spica/)
15:26:15	12977/12977	---M--	200	added ('OK')	image/jpeg	etag:%22639ee650-32b1%22	https://themewagon.github.io/spica/images/faces/face1.jpg	E:/My%20Admin/themewagon.github.io/spica/images/faces/face1.jpg	(from https://themewagon.github.io/spica/)
15:26:15	12222/12222	---M--	200	added ('OK')	image/jpeg	etag:%22639ee650-2fbe%22	https://themewagon.github.io/spica/images/faces/face6.jpg	E:/My%20Admin/themewagon.github.io/spica/images/faces/face6.jpg	(from https://themewagon.github.io/spica/)
15:26:16	10400/10400	---M--	200	added ('OK')	image/jpeg	etag:%22639ee650-28a0%22	https://themewagon.github.io/spica/images/faces/face7.jpg	E:/My%20Admin/themewagon.github.io/spica/images/faces/face7.jpg	(from https://themewagon.github.io/spica/)
15:26:17	183772/183772	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639ee651-2cddc%22	https://themewagon.github.io/spica/vendors/js/vendor.bundle.base.js	E:/My%20Admin/themewagon.github.io/spica/vendors/js/vendor.bundle.base.js	(from https://themewagon.github.io/spica/)
15:26:18	156721/156721	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639ee651-26431%22	https://themewagon.github.io/spica/vendors/chart.js/Chart.min.js	E:/My%20Admin/themewagon.github.io/spica/vendors/chart.js/Chart.min.js	(from https://themewagon.github.io/spica/)
15:26:18	185/185	---M--	200	added ('OK')	application/javascript	etag:%22639ee650-b9%22	https://themewagon.github.io/spica/js/off-canvas.js	E:/My%20Admin/themewagon.github.io/spica/js/off-canvas.js	(from https://themewagon.github.io/spica/)
15:26:19	830/830	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639ee650-33e%22	https://themewagon.github.io/spica/js/hoverable-collapse.js	E:/My%20Admin/themewagon.github.io/spica/js/hoverable-collapse.js	(from https://themewagon.github.io/spica/)
15:26:19	2749/2749	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639ee650-abd%22	https://themewagon.github.io/spica/js/template.js	E:/My%20Admin/themewagon.github.io/spica/js/template.js	(from https://themewagon.github.io/spica/)
15:26:19	16293/16293	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639ee650-3fa5%22	https://themewagon.github.io/spica/js/dashboard.js	E:/My%20Admin/themewagon.github.io/spica/js/dashboard.js	(from https://themewagon.github.io/spica/)
15:26:20	417036/417036	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22639ee651-65d0c%22	https://themewagon.github.io/spica/vendors/mdi/fonts/materialdesignicons-webfont.eot?v=2.8.94	E:/My%20Admin/themewagon.github.io/spica/vendors/mdi/fonts/materialdesignicons-webfont5ba3.eot	(from https://themewagon.github.io/spica/vendors/mdi/css/materialdesignicons.min.css)
15:26:21	417036/417036	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22639ee651-65d0c%22	https://themewagon.github.io/spica/vendors/mdi/fonts/materialdesignicons-webfont.eot?	E:/My%20Admin/themewagon.github.io/spica/vendors/mdi/fonts/materialdesignicons-webfontd41d.eot	(from https://themewagon.github.io/spica/vendors/mdi/css/materialdesignicons.min.css)
15:26:21	204320/204320	---M--	200	added ('OK')	font/woff	etag:%22639ee651-31e20%22	https://themewagon.github.io/spica/vendors/mdi/fonts/materialdesignicons-webfont.woff?v=2.8.94	E:/My%20Admin/themewagon.github.io/spica/vendors/mdi/fonts/materialdesignicons-webfont5ba3.woff	(from https://themewagon.github.io/spica/vendors/mdi/css/materialdesignicons.min.css)
15:26:21	151728/151728	---M--	200	added ('OK')	font/woff2	etag:%22639ee651-250b0%22	https://themewagon.github.io/spica/vendors/mdi/fonts/materialdesignicons-webfont.woff2?v=2.8.94	E:/My%20Admin/themewagon.github.io/spica/vendors/mdi/fonts/materialdesignicons-webfont5ba3.woff2	(from https://themewagon.github.io/spica/vendors/mdi/css/materialdesignicons.min.css)
15:26:22	416816/416816	---M-Z	200	added ('OK')	font/ttf	etag:W/%22639ee651-65c30%22	https://themewagon.github.io/spica/vendors/mdi/fonts/materialdesignicons-webfont.ttf?v=2.8.94	E:/My%20Admin/themewagon.github.io/spica/vendors/mdi/fonts/materialdesignicons-webfont5ba3.ttf	(from https://themewagon.github.io/spica/vendors/mdi/css/materialdesignicons.min.css)
15:26:23	149119/149119	---M--	200	added ('OK')	image/jpeg	etag:%22639ee650-2467f%22	https://themewagon.github.io/spica/images/auth/login-bg.jpg	E:/My%20Admin/themewagon.github.io/spica/images/auth/login-bg.jpg	(from https://themewagon.github.io/spica/css/style.css)
15:26:23	145163/145163	---M--	200	added ('OK')	image/jpeg	etag:%22639ee650-2370b%22	https://themewagon.github.io/spica/images/auth/register-bg.jpg	E:/My%20Admin/themewagon.github.io/spica/images/auth/register-bg.jpg	(from https://themewagon.github.io/spica/css/style.css)
15:26:24	420/420	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639ee650-1a4%22	https://themewagon.github.io/spica/js/file-upload.js	E:/My%20Admin/themewagon.github.io/spica/js/file-upload.js	(from https://themewagon.github.io/spica/pages/forms/basic_elements.html)
15:26:24	220691/220691	---M--	200	added ('OK')	image/jpeg	etag:%22639ee650-35e13%22	https://themewagon.github.io/spica/images/auth/lockscreen-bg.jpg	E:/My%20Admin/themewagon.github.io/spica/images/auth/lockscreen-bg.jpg	(from https://themewagon.github.io/spica/css/style.css)
15:26:24	5322/5322	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639ee650-14ca%22	https://themewagon.github.io/spica/js/chart.js	E:/My%20Admin/themewagon.github.io/spica/js/chart.js	(from https://themewagon.github.io/spica/pages/charts/chartjs.html)
15:26:25	3193566/3193566	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%22639ee651-30bade%22	https://themewagon.github.io/spica/vendors/mdi/fonts/materialdesignicons-webfont.svg?v=2.8.94	E:/My%20Admin/themewagon.github.io/spica/vendors/mdi/fonts/materialdesignicons-webfont5ba3.svg	(from https://themewagon.github.io/spica/vendors/mdi/css/materialdesignicons.min.css)
15:26:25	14222/14222	---M--	200	added ('OK')	image/jpeg	etag:%22639ee650-378e%22	https://themewagon.github.io/spica/images/faces/face13.jpg	E:/My%20Admin/themewagon.github.io/spica/images/faces/face13.jpg	(from https://themewagon.github.io/spica/pages/samples/lock-screen.html)
15:26:26	835/835	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639ee650-343%22	https://themewagon.github.io/spica/docs/documentation.js	E:/My%20Admin/themewagon.github.io/spica/docs/documentation.js	(from https://themewagon.github.io/spica/docs/documentation.html)
15:26:27	428078/428078	---M--	200	added ('OK')	image/jpeg	etag:%22639ee650-6882e%22	https://themewagon.github.io/spica/images/other/navbar-cover.jpg	E:/My%20Admin/themewagon.github.io/spica/images/other/navbar-cover.jpg	(from https://themewagon.github.io/spica/css/style.css)
